member_id,age_band,region,plan_type,join_date,digital_affinity_score,device_type,baseline_propensity,treatment_eligible,impressions_post8w,reward_adopted,spotify_user_latent,adopt_week_id
7252,45-54,Gauteng,Plus,2025-07-08,57,Wearable,1.508,1,18,0,0,
7253,35-44,Gauteng,Classic,2020-02-23,23,Phone,0.611,0,0,0,0,
7254,25-34,KwaZulu-Natal,Plus,2022-09-01,45,GymScanner,-1.501,1,0,0,1,
7255,18-24,Limpopo,Plus,2024-06-09,29,Wearable,0.726,0,23,0,1,
7256,25-34,Western Cape,Classic,2020-05-13,86,Mixed,2.633,0,8,0,1,
7257,55-64,Gauteng,Essential,2023-07-22,50,Mixed,0.968,0,8,0,0,
7258,45-54,Eastern Cape,Classic,2021-05-15,20,Mixed,1.03,1,0,0,0,
7259,45-54,Eastern Cape,Classic,2022-06-30,60,Phone,-0.55,1,11,1,1,26.0
7260,55-64,KwaZulu-Natal,Classic,2024-06-04,30,Wearable,-1.376,0,0,0,0,
7261,35-44,Western Cape,Essential,2024-10-17,53,Wearable,0.13,1,4,1,0,25.0
7262,35-44,Western Cape,Classic,2020-04-15,35,Wearable,-0.583,1,11,0,1,
7263,45-54,Eastern Cape,Essential,2025-12-22,24,Wearable,0.603,1,4,0,0,
7264,45-54,Gauteng,Essential,2021-03-20,38,Phone,-0.751,1,8,1,1,25.0
7265,25-34,Gauteng,Plus,2021-05-13,70,Phone,0.777,0,5,0,1,
7266,55-64,Gauteng,Essential,2021-05-30,20,Phone,-0.158,0,0,0,1,
7267,45-54,Eastern Cape,Essential,2025-12-29,74,Wearable,-0.047,1,21,0,1,
7268,45-54,Gauteng,Classic,2021-01-19,78,Phone,-0.22,1,11,0,1,
7269,18-24,Limpopo,Essential,2024-06-27,52,GymScanner,1.344,0,11,0,1,
7270,65+,North West,Classic,2021-08-17,38,Mixed,0.481,0,14,0,0,
7271,45-54,Western Cape,Plus,2020-03-27,19,Wearable,-1.24,1,2,0,0,
7272,35-44,Free State,Classic,2025-03-03,33,Wearable,1.959,0,9,0,0,
7273,55-64,North West,Classic,2023-01-11,40,Mixed,-1.085,0,0,0,1,
7274,35-44,KwaZulu-Natal,Essential,2022-08-14,60,GymScanner,-0.981,0,26,0,1,
7275,18-24,Mpumalanga,Plus,2023-07-29,54,GymScanner,0.129,0,30,0,0,
7276,18-24,Mpumalanga,Essential,2020-10-07,52,Mixed,-0.876,1,23,1,0,25.0
7277,25-34,KwaZulu-Natal,Plus,2024-03-13,83,Phone,-0.176,0,19,0,1,
7278,18-24,North West,Classic,2023-12-20,36,Wearable,0.312,1,2,0,1,
7279,25-34,KwaZulu-Natal,Essential,2020-03-12,30,Phone,0.163,0,10,0,0,
7280,45-54,Gauteng,Classic,2023-08-22,46,Mixed,1.465,0,6,0,1,
7281,18-24,North West,Classic,2024-03-10,22,Wearable,-0.33,0,14,0,1,
7282,45-54,North West,Plus,2025-11-05,52,Wearable,-0.48,0,0,0,1,
7283,35-44,Gauteng,Essential,2021-05-16,48,Phone,-0.746,1,6,0,1,
7284,55-64,Gauteng,Classic,2023-12-23,50,Wearable,0.05,0,1,0,1,
7285,65+,Western Cape,Plus,2020-08-22,12,Phone,-2.21,0,12,0,1,
7286,45-54,Gauteng,Essential,2025-02-05,28,Mixed,1.089,0,0,0,1,
7287,65+,Gauteng,Plus,2020-07-22,17,Mixed,-0.865,1,10,0,1,
7288,55-64,Gauteng,Plus,2022-08-23,39,Mixed,-0.439,1,0,0,0,
7289,35-44,Limpopo,Classic,2023-06-27,44,Mixed,0.519,1,8,0,1,
7290,65+,Western Cape,Classic,2021-09-23,52,Mixed,1.164,1,10,0,1,
7291,25-34,Limpopo,Classic,2022-09-07,66,GymScanner,1.211,0,14,0,0,
7292,65+,Gauteng,Essential,2025-11-22,66,Phone,0.71,1,17,0,0,
7293,25-34,Gauteng,Essential,2021-04-14,12,Wearable,-0.003,0,5,0,0,
7294,35-44,Gauteng,Essential,2023-01-26,19,Phone,-0.111,1,1,0,1,
7295,65+,Free State,Plus,2021-01-30,36,Mixed,-0.543,0,19,0,1,
7296,35-44,KwaZulu-Natal,Classic,2020-09-15,64,Phone,0.692,1,2,0,0,
7297,35-44,Gauteng,Classic,2023-05-15,24,GymScanner,0.338,0,6,0,1,
7298,25-34,Gauteng,Essential,2022-01-30,55,Mixed,-0.489,0,10,0,1,
7299,25-34,Gauteng,Essential,2022-02-18,53,Mixed,-0.272,0,10,0,1,
7300,25-34,Eastern Cape,Classic,2025-04-08,41,Mixed,0.312,0,3,0,1,
7301,35-44,Free State,Classic,2021-10-08,72,Wearable,0.107,1,0,0,0,
7302,25-34,Gauteng,Essential,2023-11-04,26,Mixed,-0.477,1,11,1,0,25.0
7303,45-54,Western Cape,Essential,2020-04-30,54,Phone,-0.238,0,9,0,0,
7304,45-54,Limpopo,Essential,2024-01-08,76,Phone,0.517,1,7,0,1,
7305,45-54,Gauteng,Essential,2025-03-03,66,Wearable,-0.536,0,5,0,0,
7306,18-24,Gauteng,Classic,2022-09-22,24,Mixed,1.562,0,8,0,1,
7307,45-54,KwaZulu-Natal,Plus,2025-02-11,30,GymScanner,-0.53,1,8,0,0,
7308,55-64,Gauteng,Essential,2023-06-10,20,Mixed,1.498,0,6,0,1,
7309,18-24,Limpopo,Plus,2025-05-19,28,Phone,-0.909,1,5,0,1,
7310,18-24,Eastern Cape,Classic,2022-12-21,77,Wearable,2.097,1,19,1,0,25.0
7311,45-54,Gauteng,Essential,2024-05-19,50,Phone,-0.488,0,10,0,1,
7312,35-44,Gauteng,Executive,2025-08-07,58,GymScanner,0.707,0,2,0,1,
7313,25-34,KwaZulu-Natal,Classic,2022-12-03,42,Mixed,-1.0,0,11,0,1,
7314,65+,Mpumalanga,Essential,2023-12-15,46,GymScanner,-0.169,0,0,0,0,
7315,45-54,Free State,Executive,2023-08-30,73,Wearable,-0.267,1,19,1,1,25.0
7316,35-44,Western Cape,Classic,2021-05-12,48,Mixed,0.26,0,9,0,0,
7317,35-44,Gauteng,Essential,2024-06-24,39,Wearable,0.073,1,0,0,1,
7318,25-34,Gauteng,Essential,2023-07-05,37,Wearable,0.947,0,0,0,1,
7319,35-44,Limpopo,Essential,2024-10-13,68,Mixed,0.006,1,0,0,1,
7320,25-34,Western Cape,Essential,2023-04-21,2,Phone,-0.028,0,0,0,1,
7321,25-34,Western Cape,Essential,2020-07-01,35,Wearable,-0.031,1,29,1,1,25.0
7322,35-44,KwaZulu-Natal,Plus,2023-04-25,60,Wearable,-0.309,1,4,0,1,
7323,45-54,Gauteng,Essential,2023-04-18,43,Phone,1.139,0,9,0,1,
7324,55-64,KwaZulu-Natal,Essential,2022-08-07,29,Mixed,-0.128,0,6,0,1,
7325,65+,Gauteng,Essential,2022-12-17,56,Wearable,-3.0,1,11,0,1,
7326,35-44,Limpopo,Classic,2024-10-19,37,Phone,0.425,0,1,0,1,
7327,45-54,KwaZulu-Natal,Essential,2022-12-11,42,Wearable,-0.166,1,3,0,1,
7328,45-54,Gauteng,Classic,2024-04-11,54,Phone,-0.395,1,11,0,0,
7329,55-64,Mpumalanga,Essential,2024-11-17,16,Wearable,-0.168,1,1,0,0,
7330,45-54,Gauteng,Essential,2022-05-13,29,Wearable,-0.538,0,9,0,0,
7331,35-44,Gauteng,Plus,2024-12-24,71,Wearable,1.648,1,4,0,1,
7332,18-24,Free State,Plus,2021-08-23,60,Phone,-0.361,0,10,0,1,
7333,45-54,Gauteng,Plus,2025-11-20,38,Wearable,0.022,1,0,0,0,
7334,55-64,Eastern Cape,Plus,2023-12-03,41,Mixed,-0.06,1,0,0,0,
7335,25-34,KwaZulu-Natal,Essential,2024-09-14,51,Wearable,0.792,1,28,1,0,25.0
7336,35-44,Mpumalanga,Classic,2024-03-13,65,Phone,0.467,0,1,0,1,
7337,25-34,Eastern Cape,Essential,2024-08-13,24,Mixed,1.002,0,10,0,1,
7338,25-34,Gauteng,Classic,2024-07-23,47,Wearable,0.617,1,17,0,1,
7339,25-34,Western Cape,Classic,2022-05-30,49,Phone,0.904,1,5,0,1,
7340,25-34,KwaZulu-Natal,Essential,2021-11-10,9,Wearable,0.468,1,1,0,0,
7341,25-34,KwaZulu-Natal,Executive,2021-12-23,14,Wearable,-0.152,1,11,0,1,
7342,45-54,KwaZulu-Natal,Plus,2022-10-03,67,Phone,1.832,1,18,1,1,26.0
7343,45-54,Eastern Cape,Classic,2021-10-12,55,Wearable,1.581,0,0,0,0,
7344,18-24,KwaZulu-Natal,Plus,2023-12-25,65,Wearable,-1.519,1,25,0,0,
7345,55-64,Gauteng,Essential,2025-04-25,19,GymScanner,-1.483,1,0,0,0,
7346,35-44,Northern Cape,Classic,2022-02-19,40,Phone,0.755,1,9,0,0,
7347,25-34,Gauteng,Classic,2021-03-16,73,Mixed,0.242,1,8,0,0,
7348,35-44,Western Cape,Executive,2021-04-20,42,GymScanner,-0.398,1,11,0,1,
7349,25-34,KwaZulu-Natal,Classic,2021-04-22,70,Phone,-0.531,1,21,1,0,25.0
7350,18-24,Gauteng,Plus,2023-09-26,44,GymScanner,0.176,1,24,1,1,26.0
7351,35-44,Mpumalanga,Essential,2025-06-07,47,Wearable,-0.849,0,0,0,1,
7352,35-44,KwaZulu-Natal,Plus,2024-10-09,85,Wearable,0.51,1,0,0,1,
7353,55-64,Western Cape,Essential,2023-11-12,52,GymScanner,-0.161,1,2,0,1,
7354,25-34,Eastern Cape,Plus,2023-10-12,64,Wearable,1.812,0,0,0,0,
7355,35-44,Eastern Cape,Plus,2025-05-11,85,Phone,-0.248,0,4,0,1,
7356,25-34,Free State,Classic,2023-09-03,72,Mixed,1.289,1,0,1,1,26.0
7357,45-54,Eastern Cape,Classic,2023-01-16,68,Wearable,1.506,1,12,1,0,25.0
7358,55-64,Eastern Cape,Essential,2024-07-15,59,GymScanner,-0.565,1,30,0,1,
7359,35-44,KwaZulu-Natal,Plus,2022-03-15,48,Phone,0.295,0,15,0,1,
7360,45-54,Eastern Cape,Essential,2023-01-20,62,Mixed,-0.094,0,0,0,0,
7361,35-44,Limpopo,Executive,2022-11-09,56,Phone,0.176,1,0,1,1,26.0
7362,35-44,Limpopo,Essential,2024-11-20,24,Phone,-0.208,0,9,0,0,
7363,25-34,Free State,Plus,2020-06-26,52,Phone,1.966,0,15,0,1,
7364,45-54,Free State,Plus,2022-10-15,51,Phone,-0.133,1,14,1,0,25.0
7365,35-44,Mpumalanga,Classic,2021-03-16,67,Phone,0.337,1,2,0,1,
7366,25-34,Mpumalanga,Classic,2024-02-10,61,Phone,-0.809,1,16,0,0,
7367,25-34,North West,Executive,2023-08-03,39,Phone,1.334,0,0,0,1,
7368,18-24,Gauteng,Essential,2021-10-09,49,Mixed,-0.443,1,17,0,1,
7369,65+,North West,Executive,2022-06-26,60,Phone,-0.003,1,1,1,0,26.0
7370,18-24,KwaZulu-Natal,Classic,2023-10-26,57,GymScanner,1.572,0,5,0,1,
7371,35-44,Northern Cape,Essential,2020-12-11,69,Phone,-1.502,1,0,0,0,
7372,35-44,Gauteng,Plus,2023-03-24,18,Wearable,0.421,0,0,0,0,
7373,25-34,Western Cape,Classic,2020-10-22,100,Mixed,1.414,0,25,0,0,
7374,25-34,KwaZulu-Natal,Classic,2025-12-13,41,GymScanner,-1.887,0,6,0,0,
7375,25-34,Free State,Essential,2020-04-17,30,GymScanner,0.829,1,7,0,0,
7376,18-24,KwaZulu-Natal,Essential,2020-08-29,40,Wearable,-0.72,0,7,0,1,
7377,45-54,Gauteng,Plus,2025-12-13,70,Wearable,1.054,1,0,0,0,
7378,45-54,Gauteng,Classic,2022-08-23,42,Mixed,-1.512,0,0,0,0,
7379,45-54,Limpopo,Essential,2022-05-13,23,Phone,-1.472,0,3,0,0,
7380,25-34,KwaZulu-Natal,Plus,2025-03-26,11,Wearable,-0.321,0,18,0,0,
7381,25-34,Eastern Cape,Plus,2025-06-23,55,Phone,-0.396,0,1,0,1,
7382,45-54,Free State,Classic,2020-06-20,69,Mixed,1.679,1,8,0,0,
7383,45-54,KwaZulu-Natal,Essential,2022-11-04,28,Wearable,0.31,1,0,0,1,
7384,35-44,Western Cape,Executive,2023-09-11,62,Wearable,-0.778,0,7,0,1,
7385,55-64,Eastern Cape,Executive,2021-06-19,25,Phone,-0.912,1,3,0,0,
7386,25-34,Western Cape,Essential,2025-03-09,33,GymScanner,-1.244,1,12,0,1,
7387,35-44,Gauteng,Plus,2025-06-11,4,Wearable,0.838,0,12,0,1,
7388,65+,Western Cape,Essential,2020-06-21,48,GymScanner,-1.169,0,3,0,0,
7389,65+,Gauteng,Essential,2023-09-05,43,Mixed,0.031,0,9,0,0,
7390,35-44,Free State,Executive,2020-03-04,50,GymScanner,1.609,0,10,0,1,
7391,18-24,Western Cape,Essential,2022-05-31,73,Wearable,-0.36,1,6,1,0,25.0
7392,45-54,KwaZulu-Natal,Plus,2022-05-12,29,Wearable,0.33,0,0,0,0,
7393,25-34,Northern Cape,Classic,2024-02-15,21,Phone,-0.05,0,0,0,0,
7394,35-44,North West,Executive,2023-10-30,20,Phone,-2.742,0,14,0,0,
7395,25-34,Gauteng,Classic,2020-12-13,26,Wearable,-0.878,1,5,0,1,
7396,35-44,Mpumalanga,Classic,2022-04-29,67,GymScanner,0.887,0,9,0,0,
7397,45-54,Limpopo,Classic,2021-12-07,85,Mixed,2.066,1,14,1,1,25.0
7398,25-34,Mpumalanga,Plus,2020-03-28,52,Wearable,0.452,1,10,1,0,25.0
7399,65+,Western Cape,Essential,2021-01-07,41,Wearable,1.227,0,13,0,0,
7400,65+,North West,Classic,2025-07-20,75,Mixed,-1.407,0,6,0,0,
7401,18-24,KwaZulu-Natal,Plus,2024-01-28,32,Mixed,-0.01,0,4,0,0,
7402,55-64,Mpumalanga,Executive,2021-02-02,59,Mixed,0.081,0,2,0,0,
7403,45-54,Western Cape,Essential,2020-11-28,3,Phone,-0.413,1,1,0,1,
7404,45-54,Gauteng,Classic,2025-06-30,32,Phone,-2.169,0,11,0,1,
7405,25-34,North West,Plus,2023-11-23,65,Wearable,0.181,1,7,1,1,26.0
7406,35-44,Eastern Cape,Classic,2024-10-05,70,Wearable,0.25,0,9,0,1,
7407,25-34,KwaZulu-Natal,Essential,2024-03-08,66,Mixed,0.474,1,13,0,0,
7408,18-24,KwaZulu-Natal,Essential,2020-11-13,42,Phone,-1.239,0,4,0,0,
7409,25-34,KwaZulu-Natal,Essential,2024-10-26,41,Phone,0.009,0,0,0,0,
7410,35-44,Northern Cape,Essential,2020-11-06,43,Wearable,-0.635,1,0,0,0,
7411,45-54,Gauteng,Plus,2020-09-01,59,Wearable,0.183,1,16,0,0,
7412,18-24,Gauteng,Essential,2024-06-14,18,Mixed,-0.714,1,0,0,0,
7413,45-54,Limpopo,Classic,2025-10-09,32,Wearable,-0.165,1,10,0,0,
7414,18-24,KwaZulu-Natal,Executive,2025-07-25,33,Phone,0.911,0,9,0,1,
7415,35-44,Gauteng,Essential,2025-08-12,1,Mixed,-1.146,1,0,1,0,26.0
7416,55-64,Gauteng,Executive,2024-06-06,48,Phone,0.542,1,9,1,1,25.0
7417,35-44,Gauteng,Plus,2025-12-28,91,Wearable,1.677,0,5,0,1,
7418,55-64,Northern Cape,Essential,2024-01-31,29,Wearable,2.235,1,0,0,1,
7419,35-44,Eastern Cape,Plus,2022-03-14,25,Phone,-1.612,1,8,0,0,
7420,45-54,Northern Cape,Essential,2023-01-10,49,Mixed,0.61,0,7,0,1,
7421,35-44,North West,Classic,2023-08-03,20,Wearable,0.436,1,0,0,0,
7422,55-64,Mpumalanga,Plus,2022-01-05,43,GymScanner,-0.822,1,0,1,1,25.0
7423,35-44,North West,Classic,2021-06-04,46,Mixed,1.767,0,0,0,0,
7424,35-44,North West,Executive,2020-09-27,35,Phone,0.155,0,0,0,0,
7425,45-54,Western Cape,Essential,2025-06-27,75,GymScanner,-0.978,0,6,0,0,
7426,25-34,KwaZulu-Natal,Plus,2022-06-22,65,Wearable,-0.684,1,14,1,1,26.0
7427,25-34,Western Cape,Classic,2021-05-30,45,Mixed,-1.725,0,9,0,0,
7428,45-54,Mpumalanga,Essential,2021-05-18,46,Phone,1.164,0,10,0,1,
7429,35-44,KwaZulu-Natal,Essential,2020-03-27,76,Mixed,0.558,1,9,1,1,26.0
7430,55-64,Limpopo,Essential,2024-03-09,69,Mixed,2.223,0,19,0,1,
7431,35-44,Western Cape,Essential,2024-09-02,39,Wearable,-1.672,0,10,0,1,
7432,45-54,KwaZulu-Natal,Plus,2023-12-09,50,Phone,-0.308,1,27,1,1,26.0
7433,35-44,Eastern Cape,Essential,2024-07-27,67,Wearable,-1.091,0,8,0,1,
7434,45-54,Gauteng,Executive,2022-08-21,90,Wearable,0.244,0,18,0,1,
7435,55-64,Western Cape,Plus,2021-10-05,39,Phone,-0.75,0,0,0,0,
7436,25-34,Gauteng,Essential,2020-04-21,64,Wearable,-0.184,0,7,0,1,
7437,55-64,Gauteng,Classic,2020-05-22,65,Phone,0.496,0,8,0,0,
7438,45-54,KwaZulu-Natal,Essential,2023-03-06,37,GymScanner,-0.154,1,12,1,1,25.0
7439,45-54,Eastern Cape,Essential,2025-05-14,64,Wearable,-1.338,0,14,0,0,
7440,18-24,Mpumalanga,Essential,2023-04-21,53,Mixed,0.915,1,14,0,0,
7441,55-64,Western Cape,Classic,2024-03-06,71,Wearable,0.546,1,10,0,1,
7442,45-54,Eastern Cape,Executive,2021-12-29,41,Mixed,-0.764,1,0,0,1,
7443,25-34,Gauteng,Executive,2022-01-14,60,Wearable,1.752,1,15,1,1,26.0
7444,25-34,Gauteng,Classic,2022-02-17,33,Wearable,0.541,1,7,0,1,
7445,55-64,Eastern Cape,Essential,2020-10-07,48,Wearable,0.404,1,7,0,0,
7446,18-24,Gauteng,Essential,2023-07-25,67,Phone,1.342,0,4,0,0,
7447,55-64,KwaZulu-Natal,Classic,2022-02-27,52,Phone,-0.317,1,0,0,0,
7448,25-34,KwaZulu-Natal,Essential,2023-11-13,60,GymScanner,0.539,0,5,0,0,
7449,45-54,Western Cape,Essential,2020-05-24,55,Wearable,1.471,0,5,0,0,
7450,55-64,Western Cape,Essential,2020-06-26,64,Wearable,-0.673,0,9,0,1,
7451,25-34,Gauteng,Plus,2020-07-12,33,Wearable,-0.074,1,24,0,0,
7452,25-34,KwaZulu-Natal,Executive,2024-10-19,71,Wearable,-0.385,0,4,0,0,
7453,18-24,KwaZulu-Natal,Executive,2020-04-12,80,Wearable,0.935,0,19,0,0,
7454,35-44,Western Cape,Plus,2020-12-03,39,Wearable,1.003,0,0,0,0,
7455,25-34,Gauteng,Classic,2023-08-09,45,Wearable,-1.66,1,21,0,0,
7456,18-24,KwaZulu-Natal,Essential,2020-04-24,93,Mixed,-0.357,0,1,0,0,
7457,25-34,KwaZulu-Natal,Essential,2021-10-11,46,Wearable,-1.004,1,1,0,1,
7458,25-34,Western Cape,Classic,2022-04-12,62,Mixed,0.173,1,19,0,1,
7459,45-54,Eastern Cape,Essential,2024-01-16,53,Wearable,-0.645,1,9,1,1,25.0
7460,35-44,Gauteng,Essential,2025-07-27,46,Phone,1.865,0,9,0,0,
7461,25-34,North West,Essential,2024-07-31,71,Mixed,-0.053,0,4,0,0,
7462,35-44,Gauteng,Classic,2023-12-25,76,Wearable,-1.436,0,10,0,0,
7463,55-64,Gauteng,Plus,2020-10-10,20,Wearable,-1.357,0,0,0,0,
7464,35-44,Eastern Cape,Classic,2023-02-25,54,Phone,3.0,0,7,0,0,
7465,25-34,KwaZulu-Natal,Essential,2023-10-12,41,Wearable,-0.162,0,7,0,0,
7466,18-24,Gauteng,Essential,2021-05-10,58,Wearable,-0.295,1,11,0,1,
7467,35-44,Western Cape,Essential,2020-08-13,60,Wearable,1.223,0,9,0,1,
7468,45-54,Eastern Cape,Essential,2025-10-22,61,Mixed,0.919,0,17,0,1,
7469,35-44,KwaZulu-Natal,Plus,2022-03-13,37,Phone,0.404,1,10,1,1,25.0
7470,25-34,Western Cape,Essential,2024-12-31,70,GymScanner,-1.272,0,19,0,0,
7471,55-64,Western Cape,Plus,2021-11-14,58,Phone,-0.64,1,15,0,1,
7472,35-44,Eastern Cape,Plus,2025-09-16,55,Mixed,0.749,0,19,0,1,
7473,25-34,Limpopo,Essential,2024-01-01,65,Wearable,0.488,0,15,0,1,
7474,18-24,Western Cape,Plus,2024-03-04,41,Mixed,0.503,1,13,0,0,
7475,18-24,Eastern Cape,Essential,2025-11-15,69,Phone,-0.439,0,7,0,0,
7476,45-54,North West,Essential,2022-05-26,56,Mixed,0.127,0,0,0,1,
7477,25-34,Western Cape,Classic,2023-10-22,49,Wearable,1.005,1,10,0,1,
7478,55-64,Gauteng,Classic,2021-11-16,76,Mixed,0.337,0,6,0,0,
7479,45-54,KwaZulu-Natal,Classic,2022-07-20,58,Phone,1.612,0,4,0,0,
7480,45-54,Gauteng,Plus,2025-02-09,55,Wearable,0.97,1,16,1,0,25.0
7481,35-44,Northern Cape,Essential,2025-04-05,67,Mixed,0.993,0,0,0,1,
7482,55-64,Gauteng,Essential,2021-12-22,97,Wearable,-2.149,1,16,0,1,
7483,35-44,KwaZulu-Natal,Executive,2021-02-23,37,Phone,-0.454,0,4,0,0,
7484,45-54,Gauteng,Executive,2022-06-17,40,Phone,0.786,1,6,1,0,25.0
7485,35-44,Gauteng,Essential,2024-11-18,58,Mixed,1.968,0,0,0,1,
7486,25-34,Gauteng,Essential,2023-09-29,52,GymScanner,0.236,0,21,0,1,
7487,45-54,Gauteng,Essential,2023-01-10,81,Wearable,-0.856,1,0,0,0,
7488,65+,Gauteng,Classic,2020-08-14,49,Wearable,-0.255,1,10,1,0,25.0
7489,25-34,Northern Cape,Executive,2025-08-20,36,Wearable,1.723,0,0,0,0,
7490,25-34,KwaZulu-Natal,Essential,2022-11-18,34,Mixed,0.858,0,7,0,1,
7491,18-24,KwaZulu-Natal,Plus,2024-12-08,0,Wearable,-0.704,0,16,0,0,
7492,18-24,Gauteng,Essential,2023-02-22,37,Wearable,0.787,0,3,0,0,
7493,25-34,Western Cape,Classic,2025-09-28,30,Mixed,-0.375,1,20,1,1,25.0
7494,55-64,Gauteng,Classic,2022-09-29,47,Wearable,-1.053,1,4,0,1,
7495,25-34,Free State,Classic,2024-03-15,45,Mixed,0.104,1,34,1,0,26.0
7496,35-44,Mpumalanga,Plus,2021-07-03,17,Phone,-0.669,1,0,0,0,
7497,45-54,Eastern Cape,Essential,2020-12-01,64,Phone,-0.77,1,4,1,0,26.0
7498,65+,Gauteng,Plus,2023-11-20,29,GymScanner,0.882,0,8,0,0,
7499,25-34,Western Cape,Classic,2023-06-30,48,Mixed,-0.009,1,22,0,1,
7500,55-64,KwaZulu-Natal,Essential,2021-06-04,44,Mixed,2.127,1,6,0,1,
7501,35-44,Northern Cape,Classic,2024-06-12,60,Mixed,0.91,1,7,0,1,
7502,45-54,KwaZulu-Natal,Classic,2025-04-04,61,Mixed,-0.382,0,11,0,1,
7503,25-34,KwaZulu-Natal,Essential,2024-02-05,0,Mixed,-0.789,1,2,0,1,
7504,45-54,Gauteng,Classic,2020-07-04,47,GymScanner,-0.484,1,6,0,0,
7505,55-64,Gauteng,Classic,2021-04-22,26,Wearable,-0.31,1,0,0,0,
7506,65+,KwaZulu-Natal,Executive,2023-03-31,26,GymScanner,-0.453,1,12,0,0,
7507,18-24,Western Cape,Essential,2022-03-27,36,Mixed,-1.68,0,23,0,1,
7508,25-34,Gauteng,Plus,2022-12-15,35,GymScanner,1.075,1,17,0,1,
7509,25-34,Gauteng,Executive,2024-08-03,5,Wearable,-1.584,0,0,0,1,
7510,18-24,Western Cape,Executive,2025-07-14,56,Phone,1.047,0,8,0,0,
7511,45-54,Northern Cape,Executive,2021-02-19,37,Wearable,0.661,0,8,0,0,
7512,55-64,Free State,Plus,2021-10-03,0,GymScanner,-0.08,0,6,0,0,
7513,35-44,Limpopo,Essential,2024-01-12,52,GymScanner,-0.632,1,0,0,0,
7514,25-34,KwaZulu-Natal,Plus,2024-08-16,62,Mixed,-0.341,0,22,0,1,
7515,45-54,Eastern Cape,Plus,2021-03-03,64,Mixed,0.705,1,1,0,0,
7516,25-34,Western Cape,Executive,2025-02-05,39,Wearable,0.234,1,12,1,1,25.0
7517,25-34,Eastern Cape,Plus,2022-01-31,31,Mixed,-1.862,1,38,1,1,25.0
7518,45-54,KwaZulu-Natal,Plus,2023-01-04,54,Phone,-0.127,0,18,0,1,
7519,25-34,KwaZulu-Natal,Essential,2020-07-07,17,Mixed,1.548,1,9,0,1,
7520,35-44,KwaZulu-Natal,Plus,2023-04-02,80,Mixed,-0.286,1,13,1,0,26.0
7521,25-34,Gauteng,Essential,2022-03-26,63,GymScanner,-0.429,0,21,0,1,
7522,25-34,Eastern Cape,Plus,2024-10-10,20,Wearable,-0.656,1,21,0,1,
7523,35-44,North West,Plus,2025-05-27,64,Wearable,0.02,1,28,1,1,25.0
7524,35-44,Western Cape,Classic,2022-02-19,43,Phone,-1.451,1,0,1,0,25.0
7525,55-64,Limpopo,Classic,2023-07-06,65,Phone,-1.273,1,8,0,0,
7526,65+,KwaZulu-Natal,Classic,2025-03-23,49,Wearable,0.644,0,0,0,0,
7527,45-54,Western Cape,Plus,2023-06-12,15,Phone,0.282,0,10,0,1,
7528,25-34,Gauteng,Classic,2025-06-14,30,GymScanner,-0.198,1,0,0,1,
7529,25-34,Gauteng,Classic,2025-04-14,37,Mixed,-0.376,1,5,0,0,
7530,25-34,Gauteng,Classic,2025-03-26,42,Wearable,-1.186,0,5,0,0,
7531,55-64,Gauteng,Executive,2022-10-13,18,Mixed,-1.202,0,11,0,1,
7532,25-34,Mpumalanga,Classic,2020-04-30,71,Wearable,-0.447,0,18,0,1,
7533,65+,Mpumalanga,Executive,2025-04-20,40,Mixed,-0.507,0,15,0,1,
7534,35-44,Eastern Cape,Essential,2021-10-29,64,Wearable,1.236,0,21,0,1,
7535,18-24,KwaZulu-Natal,Essential,2022-04-13,42,Wearable,-0.515,0,3,0,1,
7536,35-44,KwaZulu-Natal,Plus,2021-10-05,67,Mixed,0.422,1,0,1,1,25.0
7537,45-54,Western Cape,Essential,2022-12-06,87,Mixed,0.371,0,1,0,0,
7538,35-44,Free State,Essential,2024-05-12,58,Wearable,-0.598,1,15,0,1,
7539,55-64,Western Cape,Essential,2021-06-14,63,Wearable,-1.256,0,6,0,0,
7540,25-34,Western Cape,Classic,2020-05-05,38,Phone,-0.115,0,11,0,0,
7541,25-34,Free State,Classic,2022-07-29,40,Mixed,-1.41,0,16,0,0,
7542,25-34,Gauteng,Executive,2023-02-15,76,Wearable,-0.829,1,18,1,1,25.0
7543,45-54,Northern Cape,Executive,2020-02-13,65,Wearable,1.252,0,10,0,1,
7544,25-34,KwaZulu-Natal,Plus,2023-03-06,42,Wearable,-0.016,0,14,0,0,
7545,55-64,Free State,Executive,2023-05-31,3,Wearable,0.17,0,3,0,0,
7546,35-44,Western Cape,Classic,2020-07-24,93,Wearable,1.001,0,11,0,1,
7547,35-44,Gauteng,Classic,2025-10-07,47,Wearable,1.176,0,0,0,1,
7548,18-24,Gauteng,Executive,2024-10-10,78,GymScanner,1.361,0,20,0,1,
7549,55-64,Free State,Classic,2022-04-23,56,Phone,0.227,1,11,1,1,26.0
7550,35-44,KwaZulu-Natal,Classic,2025-03-24,19,Mixed,0.324,0,2,0,0,
7551,65+,Western Cape,Executive,2024-03-28,29,GymScanner,0.987,0,7,0,1,
7552,45-54,KwaZulu-Natal,Executive,2021-01-01,72,Wearable,0.441,0,5,0,0,
7553,25-34,Gauteng,Plus,2024-10-21,63,Phone,0.087,0,17,0,0,
7554,25-34,Eastern Cape,Plus,2021-08-14,76,Mixed,-1.485,1,4,1,1,26.0
